part_number,rev,specification,conductors,gauge_awg,stranding,basic_wire_symbol,component_wire_spec,component_wire_pn,insulation_material,conductor_material,conductor_od_in,conductor_resistance_ohm_per_1000ft,identification_method,identification_color_table,identification_marking,wire_identification_colors,shield_code,shield_description,shield_material,shield_style,shield_coverage,shield_temperature_c,jacket_code,jacket_description,jacket_material,jacket_color,jacket_construction,jacket_temperature_c,core_od_in_estimated,overall_od_in_estimated,temperature_rating_c,voltage_rating_v,path
M27500-20TG4S20,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.126,0.162,150,600,M27500-20TG4S20/M27500-20TG4S20-rev1
M27500-20TG4T00,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.126,0.142,150,600,M27500-20TG4T00/M27500-20TG4T00-rev1
M27500-20TG4T05,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.126,0.162,150,600,M27500-20TG4T05/M27500-20TG4T05-rev1
M27500-20TG4T09,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.126,0.162,150,600,M27500-20TG4T09/M27500-20TG4T09-rev1
M27500-20TG4T14,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.126,0.162,150,600,M27500-20TG4T14/M27500-20TG4T14-rev1
M27500-20TG4T20,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.126,0.162,150,600,M27500-20TG4T20/M27500-20TG4T20-rev1
M27500-20TG4U00,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,00,no jacket,,,,,0.126,0.126,150,600,M27500-20TG4U00/M27500-20TG4U00-rev1
M27500-20TG4U05,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.126,0.146,150,600,M27500-20TG4U05/M27500-20TG4U05-rev1
M27500-20TG4U09,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.126,0.146,150,600,M27500-20TG4U09/M27500-20TG4U09-rev1
M27500-20TG4U14,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.126,0.146,150,600,M27500-20TG4U14/M27500-20TG4U14-rev1
M27500-20TG4U20,1,MIL-DTL-27500,4,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.126,0.146,150,600,M27500-20TG4U20/M27500-20TG4U20-rev1
M27500-20TG5N00,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,00,no jacket,,,,,0.141,0.157,150,600,M27500-20TG5N00/M27500-20TG5N00-rev1
M27500-20TG5N05,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.141,0.185,150,600,M27500-20TG5N05/M27500-20TG5N05-rev1
M27500-20TG5N09,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.141,0.185,150,600,M27500-20TG5N09/M27500-20TG5N09-rev1
M27500-20TG5N14,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.141,0.185,150,600,M27500-20TG5N14/M27500-20TG5N14-rev1
M27500-20TG5N20,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.141,0.185,150,600,M27500-20TG5N20/M27500-20TG5N20-rev1
M27500-20TG5S00,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.141,0.157,150,600,M27500-20TG5S00/M27500-20TG5S00-rev1
M27500-20TG5S05,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.141,0.185,150,600,M27500-20TG5S05/M27500-20TG5S05-rev1
M27500-20TG5S09,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.141,0.185,150,600,M27500-20TG5S09/M27500-20TG5S09-rev1
M27500-20TG5S14,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.141,0.185,150,600,M27500-20TG5S14/M27500-20TG5S14-rev1
M27500-20TG5S20,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.141,0.185,150,600,M27500-20TG5S20/M27500-20TG5S20-rev1
M27500-20TG5T00,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.141,0.157,150,600,M27500-20TG5T00/M27500-20TG5T00-rev1
M27500-20TG5T05,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.141,0.185,150,600,M27500-20TG5T05/M27500-20TG5T05-rev1
M27500-20TG5T09,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.141,0.185,150,600,M27500-20TG5T09/M27500-20TG5T09-rev1
M27500-20TG5T14,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.141,0.185,150,600,M27500-20TG5T14/M27500-20TG5T14-rev1
M27500-20TG5T20,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.141,0.185,150,600,M27500-20TG5T20/M27500-20TG5T20-rev1
M27500-20TG5U00,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,00,no jacket,,,,,0.141,0.141,150,600,M27500-20TG5U00/M27500-20TG5U00-rev1
M27500-20TG5U05,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.141,0.161,150,600,M27500-20TG5U05/M27500-20TG5U05-rev1
M27500-20TG5U09,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.141,0.161,150,600,M27500-20TG5U09/M27500-20TG5U09-rev1
M27500-20TG5U14,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.141,0.161,150,600,M27500-20TG5U14/M27500-20TG5U14-rev1
M27500-20TG5U20,1,MIL-DTL-27500,5,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.141,0.161,150,600,M27500-20TG5U20/M27500-20TG5U20-rev1
M27500-20TG6N00,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,00,no jacket,,,,,0.156,0.176,150,600,M27500-20TG6N00/M27500-20TG6N00-rev1
M27500-20TG6N05,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.204,150,600,M27500-20TG6N05/M27500-20TG6N05-rev1
M27500-20TG6N09,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.204,150,600,M27500-20TG6N09/M27500-20TG6N09-rev1
M27500-20TG6N14,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.204,150,600,M27500-20TG6N14/M27500-20TG6N14-rev1
M27500-20TG6N20,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.204,150,600,M27500-20TG6N20/M27500-20TG6N20-rev1
M27500-20TG6S00,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.156,0.176,150,600,M27500-20TG6S00/M27500-20TG6S00-rev1
M27500-20TG6S05,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.204,150,600,M27500-20TG6S05/M27500-20TG6S05-rev1
M27500-20TG6S09,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.204,150,600,M27500-20TG6S09/M27500-20TG6S09-rev1
M27500-20TG6S14,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.204,150,600,M27500-20TG6S14/M27500-20TG6S14-rev1
M27500-20TG6S20,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.204,150,600,M27500-20TG6S20/M27500-20TG6S20-rev1
M27500-20TG6T00,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.156,0.176,150,600,M27500-20TG6T00/M27500-20TG6T00-rev1
M27500-20TG6T05,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.204,150,600,M27500-20TG6T05/M27500-20TG6T05-rev1
M27500-20TG6T09,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.204,150,600,M27500-20TG6T09/M27500-20TG6T09-rev1
M27500-20TG6T14,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.204,150,600,M27500-20TG6T14/M27500-20TG6T14-rev1
M27500-20TG6T20,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.204,150,600,M27500-20TG6T20/M27500-20TG6T20-rev1
M27500-20TG6U00,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,00,no jacket,,,,,0.156,0.156,150,600,M27500-20TG6U00/M27500-20TG6U00-rev1
M27500-20TG6U05,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.184,150,600,M27500-20TG6U05/M27500-20TG6U05-rev1
M27500-20TG6U09,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.184,150,600,M27500-20TG6U09/M27500-20TG6U09-rev1
M27500-20TG6U14,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.184,150,600,M27500-20TG6U14/M27500-20TG6U14-rev1
M27500-20TG6U20,1,MIL-DTL-27500,6,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.184,150,600,M27500-20TG6U20/M27500-20TG6U20-rev1
M27500-20TG7N00,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,00,no jacket,,,,,0.156,0.176,150,600,M27500-20TG7N00/M27500-20TG7N00-rev1
M27500-20TG7N05,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.204,150,600,M27500-20TG7N05/M27500-20TG7N05-rev1
M27500-20TG7N09,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.204,150,600,M27500-20TG7N09/M27500-20TG7N09-rev1
M27500-20TG7N14,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.204,150,600,M27500-20TG7N14/M27500-20TG7N14-rev1
M27500-20TG7N20,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.204,150,600,M27500-20TG7N20/M27500-20TG7N20-rev1
M27500-20TG7S00,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.156,0.176,150,600,M27500-20TG7S00/M27500-20TG7S00-rev1
M27500-20TG7S05,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.204,150,600,M27500-20TG7S05/M27500-20TG7S05-rev1
M27500-20TG7S09,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.204,150,600,M27500-20TG7S09/M27500-20TG7S09-rev1
M27500-20TG7S14,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.204,150,600,M27500-20TG7S14/M27500-20TG7S14-rev1
M27500-20TG7S20,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.204,150,600,M27500-20TG7S20/M27500-20TG7S20-rev1
M27500-20TG7T00,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.156,0.176,150,600,M27500-20TG7T00/M27500-20TG7T00-rev1
M27500-20TG7T05,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.204,150,600,M27500-20TG7T05/M27500-20TG7T05-rev1
