part_number,rev,specification,conductors,gauge_awg,stranding,basic_wire_symbol,component_wire_spec,component_wire_pn,insulation_material,conductor_material,conductor_od_in,conductor_resistance_ohm_per_1000ft,identification_method,identification_color_table,identification_marking,wire_identification_colors,shield_code,shield_description,shield_material,shield_style,shield_coverage,shield_temperature_c,jacket_code,jacket_description,jacket_material,jacket_color,jacket_construction,jacket_temperature_c,core_od_in_estimated,overall_od_in_estimated,temperature_rating_c,voltage_rating_v,path
M27500-20TG7T09,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.204,150,600,M27500-20TG7T09/M27500-20TG7T09-rev1
M27500-20TG7T14,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.204,150,600,M27500-20TG7T14/M27500-20TG7T14-rev1
M27500-20TG7T20,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.204,150,600,M27500-20TG7T20/M27500-20TG7T20-rev1
M27500-20TG7U00,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,00,no jacket,,,,,0.156,0.156,150,600,M27500-20TG7U00/M27500-20TG7U00-rev1
M27500-20TG7U05,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.156,0.184,150,600,M27500-20TG7U05/M27500-20TG7U05-rev1
M27500-20TG7U09,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.156,0.184,150,600,M27500-20TG7U09/M27500-20TG7U09-rev1
M27500-20TG7U14,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.156,0.184,150,600,M27500-20TG7U14/M27500-20TG7U14-rev1
M27500-20TG7U20,1,MIL-DTL-27500,7,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.156,0.184,150,600,M27500-20TG7U20/M27500-20TG7U20-rev1
M27500-20TG8N00,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,00,no jacket,,,,,0.172,0.192,150,600,M27500-20TG8N00/M27500-20TG8N00-rev1
M27500-20TG8N05,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.172,0.220,150,600,M27500-20TG8N05/M27500-20TG8N05-rev1
M27500-20TG8N09,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.172,0.220,150,600,M27500-20TG8N09/M27500-20TG8N09-rev1
M27500-20TG8N14,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.172,0.220,150,600,M27500-20TG8N14/M27500-20TG8N14-rev1
M27500-20TG8N20,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.172,0.220,150,600,M27500-20TG8N20/M27500-20TG8N20-rev1
M27500-20TG8S00,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.172,0.192,150,600,M27500-20TG8S00/M27500-20TG8S00-rev1
M27500-20TG8S05,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.172,0.220,150,600,M27500-20TG8S05/M27500-20TG8S05-rev1
M27500-20TG8S09,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.172,0.220,150,600,M27500-20TG8S09/M27500-20TG8S09-rev1
M27500-20TG8S14,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.172,0.220,150,600,M27500-20TG8S14/M27500-20TG8S14-rev1
M27500-20TG8S20,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.172,0.220,150,600,M27500-20TG8S20/M27500-20TG8S20-rev1
M27500-20TG8T00,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.172,0.192,150,600,M27500-20TG8T00/M27500-20TG8T00-rev1
M27500-20TG8T05,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.172,0.220,150,600,M27500-20TG8T05/M27500-20TG8T05-rev1
M27500-20TG8T09,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.172,0.220,150,600,M27500-20TG8T09/M27500-20TG8T09-rev1
M27500-20TG8T14,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.172,0.220,150,600,M27500-20TG8T14/M27500-20TG8T14-rev1
M27500-20TG8T20,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.172,0.220,150,600,M27500-20TG8T20/M27500-20TG8T20-rev1
M27500-20TG8U00,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,00,no jacket,,,,,0.172,0.172,150,600,M27500-20TG8U00/M27500-20TG8U00-rev1
M27500-20TG8U05,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.172,0.200,150,600,M27500-20TG8U05/M27500-20TG8U05-rev1
M27500-20TG8U09,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.172,0.200,150,600,M27500-20TG8U09/M27500-20TG8U09-rev1
M27500-20TG8U14,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.172,0.200,150,600,M27500-20TG8U14/M27500-20TG8U14-rev1
M27500-20TG8U20,1,MIL-DTL-27500,8,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.172,0.200,150,600,M27500-20TG8U20/M27500-20TG8U20-rev1
M27500-20TG9N00,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,00,no jacket,,,,,0.188,0.208,150,600,M27500-20TG9N00/M27500-20TG9N00-rev1
M27500-20TG9N05,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.188,0.236,150,600,M27500-20TG9N05/M27500-20TG9N05-rev1
M27500-20TG9N09,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.188,0.236,150,600,M27500-20TG9N09/M27500-20TG9N09-rev1
M27500-20TG9N14,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.188,0.236,150,600,M27500-20TG9N14/M27500-20TG9N14-rev1
M27500-20TG9N20,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,N,"round, nickel-coated copper",nickel-coated copper,round braid,85%,260,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.188,0.236,150,600,M27500-20TG9N20/M27500-20TG9N20-rev1
M27500-20TG9S00,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.188,0.208,150,600,M27500-20TG9S00/M27500-20TG9S00-rev1
M27500-20TG9S05,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.188,0.236,150,600,M27500-20TG9S05/M27500-20TG9S05-rev1
M27500-20TG9S09,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.188,0.236,150,600,M27500-20TG9S09/M27500-20TG9S09-rev1
M27500-20TG9S14,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.188,0.236,150,600,M27500-20TG9S14/M27500-20TG9S14-rev1
M27500-20TG9S20,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.188,0.236,150,600,M27500-20TG9S20/M27500-20TG9S20-rev1
M27500-20TG9T00,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.188,0.208,150,600,M27500-20TG9T00/M27500-20TG9T00-rev1
M27500-20TG9T05,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.188,0.236,150,600,M27500-20TG9T05/M27500-20TG9T05-rev1
M27500-20TG9T09,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.188,0.236,150,600,M27500-20TG9T09/M27500-20TG9T09-rev1
M27500-20TG9T14,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.188,0.236,150,600,M27500-20TG9T14/M27500-20TG9T14-rev1
M27500-20TG9T20,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.188,0.236,150,600,M27500-20TG9T20/M27500-20TG9T20-rev1
M27500-20TG9U00,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,00,no jacket,,,,,0.188,0.188,150,600,M27500-20TG9U00/M27500-20TG9U00-rev1
M27500-20TG9U05,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,05,extruded clear fluorinated ethylene propylene (FEP),FEP,clear,extruded,200,0.188,0.216,150,600,M27500-20TG9U05/M27500-20TG9U05-rev1
M27500-20TG9U09,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.188,0.216,150,600,M27500-20TG9U09/M27500-20TG9U09-rev1
M27500-20TG9U14,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.188,0.216,150,600,M27500-20TG9U14/M27500-20TG9U14-rev1
M27500-20TG9U20,1,MIL-DTL-27500,9,20,19x32,TG,MIL-DTL-22759/18,M22759/18-20,"ETFE, extruded, thin wall",tin-coated copper,0.051,9.88,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,U,no shield,,,,,20,extruded white perfluoroalkoxy (PFA),PFA,white,extruded,260,0.188,0.216,150,600,M27500-20TG9U20/M27500-20TG9U20-rev1
M27500-22MH10S00,1,MIL-DTL-27500,10,22,19x34,MH,MIL-DTL-81044/9,M81044/9-22,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.062,16.2,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.241,0.261,150,600,M27500-22MH10S00/M27500-22MH10S00-rev1
M27500-22MH10S09,1,MIL-DTL-27500,10,22,19x34,MH,MIL-DTL-81044/9,M81044/9-22,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.062,16.2,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray|white/brown,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.241,0.289,150,600,M27500-22MH10S09/M27500-22MH10S09-rev1
