part_number,official_pin,rev,slash,gauge_awg,color_code,color_name,specification,insulation,insulation_detail,wall,plating,conductor,conductor_material,stranding,conductor_od_in,wire_od_in,insulation_wall_in,weight_lb_per_kft,resistance_ohm_per_kft,temperature_c,voltage_v,m27500_symbol,datasheet,path
M22759_32-14-98,M22759/32-14-98,1,32,14,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.0,3.06,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-14-98/M22759_32-14-98-rev1
M22759_32-16-0,M22759/32-16-0,1,32,16,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-0/M22759_32-16-0-rev1
M22759_32-16-1,M22759/32-16-1,1,32,16,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-1/M22759_32-16-1-rev1
M22759_32-16-2,M22759/32-16-2,1,32,16,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-2/M22759_32-16-2-rev1
M22759_32-16-3,M22759/32-16-3,1,32,16,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-3/M22759_32-16-3-rev1
M22759_32-16-4,M22759/32-16-4,1,32,16,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-4/M22759_32-16-4-rev1
M22759_32-16-5,M22759/32-16-5,1,32,16,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-5/M22759_32-16-5-rev1
M22759_32-16-6,M22759/32-16-6,1,32,16,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-6/M22759_32-16-6-rev1
M22759_32-16-7,M22759/32-16-7,1,32,16,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-7/M22759_32-16-7-rev1
M22759_32-16-8,M22759/32-16-8,1,32,16,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-8/M22759_32-16-8-rev1
M22759_32-16-9,M22759/32-16-9,1,32,16,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-9/M22759_32-16-9-rev1
M22759_32-16-90,M22759/32-16-90,1,32,16,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-90/M22759_32-16-90-rev1
M22759_32-16-91,M22759/32-16-91,1,32,16,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-91/M22759_32-16-91-rev1
M22759_32-16-92,M22759/32-16-92,1,32,16,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-92/M22759_32-16-92-rev1
M22759_32-16-93,M22759/32-16-93,1,32,16,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-93/M22759_32-16-93-rev1
M22759_32-16-94,M22759/32-16-94,1,32,16,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-94/M22759_32-16-94-rev1
M22759_32-16-95,M22759/32-16-95,1,32,16,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-95/M22759_32-16-95-rev1
M22759_32-16-96,M22759/32-16-96,1,32,16,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-96/M22759_32-16-96-rev1
M22759_32-16-97,M22759/32-16-97,1,32,16,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-97/M22759_32-16-97-rev1
M22759_32-16-98,M22759/32-16-98,1,32,16,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x29,0.0535,0.068,0.0073,8.3,4.81,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-16-98/M22759_32-16-98-rev1
M22759_32-18-0,M22759/32-18-0,1,32,18,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-0/M22759_32-18-0-rev1
M22759_32-18-1,M22759/32-18-1,1,32,18,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-1/M22759_32-18-1-rev1
M22759_32-18-2,M22759/32-18-2,1,32,18,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-2/M22759_32-18-2-rev1
M22759_32-18-3,M22759/32-18-3,1,32,18,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-3/M22759_32-18-3-rev1
M22759_32-18-4,M22759/32-18-4,1,32,18,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-4/M22759_32-18-4-rev1
M22759_32-18-5,M22759/32-18-5,1,32,18,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-5/M22759_32-18-5-rev1
M22759_32-18-6,M22759/32-18-6,1,32,18,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-6/M22759_32-18-6-rev1
M22759_32-18-7,M22759/32-18-7,1,32,18,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-7/M22759_32-18-7-rev1
M22759_32-18-8,M22759/32-18-8,1,32,18,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-8/M22759_32-18-8-rev1
M22759_32-18-9,M22759/32-18-9,1,32,18,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-9/M22759_32-18-9-rev1
M22759_32-18-90,M22759/32-18-90,1,32,18,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-90/M22759_32-18-90-rev1
M22759_32-18-91,M22759/32-18-91,1,32,18,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-91/M22759_32-18-91-rev1
M22759_32-18-92,M22759/32-18-92,1,32,18,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-92/M22759_32-18-92-rev1
M22759_32-18-93,M22759/32-18-93,1,32,18,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-93/M22759_32-18-93-rev1
M22759_32-18-94,M22759/32-18-94,1,32,18,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-94/M22759_32-18-94-rev1
M22759_32-18-95,M22759/32-18-95,1,32,18,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-95/M22759_32-18-95-rev1
M22759_32-18-96,M22759/32-18-96,1,32,18,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-96/M22759_32-18-96-rev1
M22759_32-18-97,M22759/32-18-97,1,32,18,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-97/M22759_32-18-97-rev1
M22759_32-18-98,M22759/32-18-98,1,32,18,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x30,0.0475,0.060,0.0062,6.5,6.23,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-18-98/M22759_32-18-98-rev1
M22759_32-20-0,M22759/32-20-0,1,32,20,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-0/M22759_32-20-0-rev1
M22759_32-20-1,M22759/32-20-1,1,32,20,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-1/M22759_32-20-1-rev1
M22759_32-20-2,M22759/32-20-2,1,32,20,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-2/M22759_32-20-2-rev1
M22759_32-20-3,M22759/32-20-3,1,32,20,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-3/M22759_32-20-3-rev1
M22759_32-20-4,M22759/32-20-4,1,32,20,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-4/M22759_32-20-4-rev1
M22759_32-20-5,M22759/32-20-5,1,32,20,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-5/M22759_32-20-5-rev1
M22759_32-20-6,M22759/32-20-6,1,32,20,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-6/M22759_32-20-6-rev1
M22759_32-20-7,M22759/32-20-7,1,32,20,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-7/M22759_32-20-7-rev1
M22759_32-20-8,M22759/32-20-8,1,32,20,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-8/M22759_32-20-8-rev1
M22759_32-20-9,M22759/32-20-9,1,32,20,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-9/M22759_32-20-9-rev1
M22759_32-20-90,M22759/32-20-90,1,32,20,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-90/M22759_32-20-90-rev1
M22759_32-20-91,M22759/32-20-91,1,32,20,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-91/M22759_32-20-91-rev1
M22759_32-20-92,M22759/32-20-92,1,32,20,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-92/M22759_32-20-92-rev1
M22759_32-20-93,M22759/32-20-93,1,32,20,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-93/M22759_32-20-93-rev1
M22759_32-20-94,M22759/32-20-94,1,32,20,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-94/M22759_32-20-94-rev1
M22759_32-20-95,M22759/32-20-95,1,32,20,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-95/M22759_32-20-95-rev1
M22759_32-20-96,M22759/32-20-96,1,32,20,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-96/M22759_32-20-96-rev1
M22759_32-20-97,M22759/32-20-97,1,32,20,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-97/M22759_32-20-97-rev1
M22759_32-20-98,M22759/32-20-98,1,32,20,98,white/gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x32,0.0380,0.050,0.0060,4.3,9.88,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-20-98/M22759_32-20-98-rev1
M22759_32-22-0,M22759/32-22-0,1,32,22,0,black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-0/M22759_32-22-0-rev1
M22759_32-22-1,M22759/32-22-1,1,32,22,1,brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-1/M22759_32-22-1-rev1
M22759_32-22-2,M22759/32-22-2,1,32,22,2,red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-2/M22759_32-22-2-rev1
M22759_32-22-3,M22759/32-22-3,1,32,22,3,orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-3/M22759_32-22-3-rev1
M22759_32-22-4,M22759/32-22-4,1,32,22,4,yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-4/M22759_32-22-4-rev1
M22759_32-22-5,M22759/32-22-5,1,32,22,5,green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-5/M22759_32-22-5-rev1
M22759_32-22-6,M22759/32-22-6,1,32,22,6,blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-6/M22759_32-22-6-rev1
M22759_32-22-7,M22759/32-22-7,1,32,22,7,violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-7/M22759_32-22-7-rev1
M22759_32-22-8,M22759/32-22-8,1,32,22,8,gray,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-8/M22759_32-22-8-rev1
M22759_32-22-9,M22759/32-22-9,1,32,22,9,white,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-9/M22759_32-22-9-rev1
M22759_32-22-90,M22759/32-22-90,1,32,22,90,white/black,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-90/M22759_32-22-90-rev1
M22759_32-22-91,M22759/32-22-91,1,32,22,91,white/brown,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-91/M22759_32-22-91-rev1
M22759_32-22-92,M22759/32-22-92,1,32,22,92,white/red,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-92/M22759_32-22-92-rev1
M22759_32-22-93,M22759/32-22-93,1,32,22,93,white/orange,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-93/M22759_32-22-93-rev1
M22759_32-22-94,M22759/32-22-94,1,32,22,94,white/yellow,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-94/M22759_32-22-94-rev1
M22759_32-22-95,M22759/32-22-95,1,32,22,95,white/green,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-95/M22759_32-22-95-rev1
M22759_32-22-96,M22759/32-22-96,1,32,22,96,white/blue,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-96/M22759_32-22-96-rev1
M22759_32-22-97,M22759/32-22-97,1,32,22,97,white/violet,MIL-DTL-22759/32,XL-ETFE,"crosslinked modified ETFE, light wall",light,tin,copper,tin-coated copper,19x34,0.0300,0.043,0.0065,2.8,16.2,150,600,SB,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-32.pdf,M22759_32-22-97/M22759_32-22-97-rev1
