part_number,official_pin,rev,slash,gauge_awg,color_code,color_name,specification,insulation,insulation_detail,wall,plating,conductor,conductor_material,stranding,conductor_od_in,wire_od_in,insulation_wall_in,weight_lb_per_kft,resistance_ohm_per_kft,temperature_c,voltage_v,m27500_symbol,datasheet,path
M22759_16-8-2,M22759/16-8-2,1,16,8,2,red,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-2/M22759_16-8-2-rev1
M22759_16-8-3,M22759/16-8-3,1,16,8,3,orange,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-3/M22759_16-8-3-rev1
M22759_16-8-4,M22759/16-8-4,1,16,8,4,yellow,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-4/M22759_16-8-4-rev1
M22759_16-8-5,M22759/16-8-5,1,16,8,5,green,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-5/M22759_16-8-5-rev1
M22759_16-8-6,M22759/16-8-6,1,16,8,6,blue,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-6/M22759_16-8-6-rev1
M22759_16-8-7,M22759/16-8-7,1,16,8,7,violet,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-7/M22759_16-8-7-rev1
M22759_16-8-8,M22759/16-8-8,1,16,8,8,gray,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-8/M22759_16-8-8-rev1
M22759_16-8-9,M22759/16-8-9,1,16,8,9,white,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-9/M22759_16-8-9-rev1
M22759_16-8-90,M22759/16-8-90,1,16,8,90,white/black,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-90/M22759_16-8-90-rev1
M22759_16-8-91,M22759/16-8-91,1,16,8,91,white/brown,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-91/M22759_16-8-91-rev1
M22759_16-8-92,M22759/16-8-92,1,16,8,92,white/red,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-92/M22759_16-8-92-rev1
M22759_16-8-93,M22759/16-8-93,1,16,8,93,white/orange,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-93/M22759_16-8-93-rev1
M22759_16-8-94,M22759/16-8-94,1,16,8,94,white/yellow,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-94/M22759_16-8-94-rev1
M22759_16-8-95,M22759/16-8-95,1,16,8,95,white/green,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-95/M22759_16-8-95-rev1
M22759_16-8-96,M22759/16-8-96,1,16,8,96,white/blue,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-96/M22759_16-8-96-rev1
M22759_16-8-97,M22759/16-8-97,1,16,8,97,white/violet,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-97/M22759_16-8-97-rev1
M22759_16-8-98,M22759/16-8-98,1,16,8,98,white/gray,MIL-DTL-22759/16,ETFE,"extruded ETFE, medium wall",medium,tin,copper,tin-coated copper,133x29,0.1655,0.199,0.0168,63.5,0.701,150,600,TE,https://cdn.glenair.com/wire-and-cable/pdf/b/m22759-16.pdf,M22759_16-8-98/M22759_16-8-98-rev1
M22759_18-10-0,M22759/18-10-0,1,18,10,0,black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-0/M22759_18-10-0-rev1
M22759_18-10-1,M22759/18-10-1,1,18,10,1,brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-1/M22759_18-10-1-rev1
M22759_18-10-2,M22759/18-10-2,1,18,10,2,red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-2/M22759_18-10-2-rev1
M22759_18-10-3,M22759/18-10-3,1,18,10,3,orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-3/M22759_18-10-3-rev1
M22759_18-10-4,M22759/18-10-4,1,18,10,4,yellow,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-4/M22759_18-10-4-rev1
M22759_18-10-5,M22759/18-10-5,1,18,10,5,green,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-5/M22759_18-10-5-rev1
M22759_18-10-6,M22759/18-10-6,1,18,10,6,blue,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-6/M22759_18-10-6-rev1
M22759_18-10-7,M22759/18-10-7,1,18,10,7,violet,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-7/M22759_18-10-7-rev1
M22759_18-10-8,M22759/18-10-8,1,18,10,8,gray,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-8/M22759_18-10-8-rev1
M22759_18-10-9,M22759/18-10-9,1,18,10,9,white,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-9/M22759_18-10-9-rev1
M22759_18-10-90,M22759/18-10-90,1,18,10,90,white/black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-90/M22759_18-10-90-rev1
M22759_18-10-91,M22759/18-10-91,1,18,10,91,white/brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-91/M22759_18-10-91-rev1
M22759_18-10-92,M22759/18-10-92,1,18,10,92,white/red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-92/M22759_18-10-92-rev1
M22759_18-10-93,M22759/18-10-93,1,18,10,93,white/orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-93/M22759_18-10-93-rev1
M22759_18-10-94,M22759/18-10-94,1,18,10,94,white/yellow,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-94/M22759_18-10-94-rev1
M22759_18-10-95,M22759/18-10-95,1,18,10,95,white/green,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-95/M22759_18-10-95-rev1
M22759_18-10-96,M22759/18-10-96,1,18,10,96,white/blue,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-96/M22759_18-10-96-rev1
M22759_18-10-97,M22759/18-10-97,1,18,10,97,white/violet,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-97/M22759_18-10-97-rev1
M22759_18-10-98,M22759/18-10-98,1,18,10,98,white/gray,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x26,0.1095,0.134,0.0123,33.1,1.26,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-10-98/M22759_18-10-98-rev1
M22759_18-12-0,M22759/18-12-0,1,18,12,0,black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-0/M22759_18-12-0-rev1
M22759_18-12-1,M22759/18-12-1,1,18,12,1,brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-1/M22759_18-12-1-rev1
M22759_18-12-2,M22759/18-12-2,1,18,12,2,red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-2/M22759_18-12-2-rev1
M22759_18-12-3,M22759/18-12-3,1,18,12,3,orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-3/M22759_18-12-3-rev1
M22759_18-12-4,M22759/18-12-4,1,18,12,4,yellow,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-4/M22759_18-12-4-rev1
M22759_18-12-5,M22759/18-12-5,1,18,12,5,green,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-5/M22759_18-12-5-rev1
M22759_18-12-6,M22759/18-12-6,1,18,12,6,blue,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-6/M22759_18-12-6-rev1
M22759_18-12-7,M22759/18-12-7,1,18,12,7,violet,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-7/M22759_18-12-7-rev1
M22759_18-12-8,M22759/18-12-8,1,18,12,8,gray,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-8/M22759_18-12-8-rev1
M22759_18-12-9,M22759/18-12-9,1,18,12,9,white,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-9/M22759_18-12-9-rev1
M22759_18-12-90,M22759/18-12-90,1,18,12,90,white/black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-90/M22759_18-12-90-rev1
M22759_18-12-91,M22759/18-12-91,1,18,12,91,white/brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-91/M22759_18-12-91-rev1
M22759_18-12-92,M22759/18-12-92,1,18,12,92,white/red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-92/M22759_18-12-92-rev1
M22759_18-12-93,M22759/18-12-93,1,18,12,93,white/orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-93/M22759_18-12-93-rev1
M22759_18-12-94,M22759/18-12-94,1,18,12,94,white/yellow,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-94/M22759_18-12-94-rev1
M22759_18-12-95,M22759/18-12-95,1,18,12,95,white/green,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-95/M22759_18-12-95-rev1
M22759_18-12-96,M22759/18-12-96,1,18,12,96,white/blue,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-96/M22759_18-12-96-rev1
M22759_18-12-97,M22759/18-12-97,1,18,12,97,white/violet,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-97/M22759_18-12-97-rev1
M22759_18-12-98,M22759/18-12-98,1,18,12,98,white/gray,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,37x28,0.0865,0.107,0.0103,21.0,2.02,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-12-98/M22759_18-12-98-rev1
M22759_18-14-0,M22759/18-14-0,1,18,14,0,black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-0/M22759_18-14-0-rev1
M22759_18-14-1,M22759/18-14-1,1,18,14,1,brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-1/M22759_18-14-1-rev1
M22759_18-14-2,M22759/18-14-2,1,18,14,2,red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-2/M22759_18-14-2-rev1
M22759_18-14-3,M22759/18-14-3,1,18,14,3,orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-3/M22759_18-14-3-rev1
M22759_18-14-4,M22759/18-14-4,1,18,14,4,yellow,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-4/M22759_18-14-4-rev1
M22759_18-14-5,M22759/18-14-5,1,18,14,5,green,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-5/M22759_18-14-5-rev1
M22759_18-14-6,M22759/18-14-6,1,18,14,6,blue,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-6/M22759_18-14-6-rev1
M22759_18-14-7,M22759/18-14-7,1,18,14,7,violet,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-7/M22759_18-14-7-rev1
M22759_18-14-8,M22759/18-14-8,1,18,14,8,gray,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-8/M22759_18-14-8-rev1
M22759_18-14-9,M22759/18-14-9,1,18,14,9,white,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-9/M22759_18-14-9-rev1
M22759_18-14-90,M22759/18-14-90,1,18,14,90,white/black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-90/M22759_18-14-90-rev1
M22759_18-14-91,M22759/18-14-91,1,18,14,91,white/brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-91/M22759_18-14-91-rev1
M22759_18-14-92,M22759/18-14-92,1,18,14,92,white/red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-92/M22759_18-14-92-rev1
M22759_18-14-93,M22759/18-14-93,1,18,14,93,white/orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-93/M22759_18-14-93-rev1
M22759_18-14-94,M22759/18-14-94,1,18,14,94,white/yellow,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-94/M22759_18-14-94-rev1
M22759_18-14-95,M22759/18-14-95,1,18,14,95,white/green,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-95/M22759_18-14-95-rev1
M22759_18-14-96,M22759/18-14-96,1,18,14,96,white/blue,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-96/M22759_18-14-96-rev1
M22759_18-14-97,M22759/18-14-97,1,18,14,97,white/violet,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-97/M22759_18-14-97-rev1
M22759_18-14-98,M22759/18-14-98,1,18,14,98,white/gray,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x27,0.0670,0.085,0.0090,13.7,3.06,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-14-98/M22759_18-14-98-rev1
M22759_18-16-0,M22759/18-16-0,1,18,16,0,black,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x29,0.0535,0.070,0.0083,8.75,4.81,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-16-0/M22759_18-16-0-rev1
M22759_18-16-1,M22759/18-16-1,1,18,16,1,brown,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x29,0.0535,0.070,0.0083,8.75,4.81,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-16-1/M22759_18-16-1-rev1
M22759_18-16-2,M22759/18-16-2,1,18,16,2,red,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x29,0.0535,0.070,0.0083,8.75,4.81,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-16-2/M22759_18-16-2-rev1
M22759_18-16-3,M22759/18-16-3,1,18,16,3,orange,MIL-DTL-22759/18,ETFE,"extruded ETFE, thin wall",thin,tin,copper,tin-coated copper,19x29,0.0535,0.070,0.0083,8.75,4.81,150,600,TG,https://www.glenair.com/wire-and-cable/m22759-wires/pdf/m22759-wires.pdf,M22759_18-16-3/M22759_18-16-3-rev1
